transaction_id,date,customer_age,gender,region,product_category,quantity,unit_price,total_sales,payment_method,customer_rating
TXN00531,2023-07-13 02:42:52.972972,47.0,Male,East,Electronics,1,499,3510.87,Credit Card,3
TXN00532,2023-07-13 11:27:34.054054,57.0,Male,East,Electronics,1,2999,1670.78,Credit Card,2
TXN00533,2023-07-13 20:12:15.135135,19.0,Male,,Groceries,5,999,2947.14,Debit Card,3
TXN00534,2023-07-14 04:56:56.216216,34.0,Female,East,Sports,4,1499,2031.19,Cash,5
TXN00535,2023-07-14 13:41:37.297297,58.0,Male,North,Sports,1,199,2478.53,Credit Card,5
TXN00536,2023-07-14 22:26:18.378378,29.0,Female,South,Groceries,4,2999,3037.92,Cash,3
TXN00537,2023-07-15 07:10:59.459459,52.0,Male,West,Sports,3,9999,2311.67,Debit Card,4
TXN00538,2023-07-15 15:55:40.540540,60.0,Male,North,Groceries,2,199,2692.36,UPI,4
TXN00539,2023-07-16 00:40:21.621621,18.0,Female,East,Groceries,9,4999,3805.03,Credit Card,5
TXN00540,2023-07-16 09:25:02.702702,62.0,Male,North,Groceries,1,199,2538.49,Cash,5
TXN00541,2023-07-16 18:09:43.783783,32.0,Male,East,Electronics,7,199,3668.55,Credit Card,4
TXN00542,2023-07-17 02:54:24.864864,43.0,Female,South,Sports,4,199,18174.86180945297,Cash,4
TXN00543,2023-07-17 11:39:05.945945,54.0,Male,North,Clothing,5,9999,3423.84,Cash,5
TXN00544,2023-07-17 20:23:47.027027,,Male,South,Clothing,5,199,4153.25,Cash,1
TXN00545,2023-07-18 05:08:28.108108,66.0,Male,,Groceries,1,1499,1022.68,Debit Card,4
TXN00546,2023-07-18 13:53:09.189189,48.0,Male,East,Clothing,6,2999,2362.48,UPI,5
TXN00547,2023-07-18 22:37:50.270270,42.0,Female,East,Clothing,9,4999,3461.66,Credit Card,4
TXN00548,2023-07-19 07:22:31.351351,40.0,Male,South,Groceries,2,199,2837.56,UPI,4
TXN00549,2023-07-19 16:07:12.432432,41.0,Female,West,Electronics,7,199,3296.92,Cash,4
TXN00550,2023-07-20 00:51:53.513513,55.0,Male,North,Groceries,6,199,2516.81,Cash,3
TXN00551,2023-07-20 09:36:34.594594,45.0,Female,North,Groceries,5,199,3069.27,UPI,4
TXN00552,2023-07-20 18:21:15.675675,38.0,Male,East,Groceries,4,499,2875.46,UPI,4
TXN00553,2023-07-21 03:05:56.756756,60.0,Female,South,Groceries,4,499,3934.23,Credit Card,4
TXN00554,2023-07-21 11:50:37.837837,35.0,Male,South,Groceries,6,999,3203.54,Cash,4
TXN00555,2023-07-21 20:35:18.918918,53.0,Female,North,Groceries,4,199,3270.08,UPI,5
TXN00556,2023-07-22 05:20:00.000000,52.0,Female,West,Groceries,5,999,2670.5,Debit Card,3
TXN00557,2023-07-22 14:04:41.081081,,Male,West,Furniture,6,1499,2609.92,Cash,4
TXN00558,2023-07-22 22:49:22.162162,26.0,Female,North,Groceries,5,999,2653.95,Cash,4
TXN00559,2023-07-23 07:34:03.243243,55.0,Male,North,Sports,7,2999,3315.56,Credit Card,4
TXN00560,2023-07-23 16:18:44.324324,47.0,Male,South,Electronics,9,499,2663.21,Debit Card,3
TXN00561,2023-07-24 01:03:25.405405,61.0,Male,West,Clothing,7,499,3231.82,Credit Card,4
TXN00562,2023-07-24 09:48:06.486486,51.0,Male,North,Sports,7,199,4660.32,Debit Card,5
TXN00563,2023-07-24 18:32:47.567567,49.0,Male,North,Clothing,4,199,3696.9,Credit Card,4
TXN00564,2023-07-25 03:17:28.648648,20.0,Female,East,Electronics,1,1499,2739.18,Debit Card,5
TXN00565,2023-07-25 12:02:09.729729,20.0,Male,North,Groceries,8,4999,3960.97,Debit Card,5
TXN00566,2023-07-25 20:46:50.810810,45.0,Male,North,Electronics,4,1499,2673.54,Debit Card,2
TXN00567,2023-07-26 05:31:31.891891,61.0,Male,West,Electronics,1,2999,1369.5,UPI,3
TXN00568,2023-07-26 14:16:12.972972,32.0,Male,South,Sports,5,199,2193.53,Cash,5
TXN00569,2023-07-26 23:00:54.054054,58.0,Male,West,Groceries,8,199,1503.37,Debit Card,5
TXN00570,2023-07-27 07:45:35.135135,40.0,Male,South,Clothing,4,1499,2718.79,UPI,2
TXN00571,2023-07-27 16:30:16.216216,57.0,Female,East,Sports,8,1499,3014.73,UPI,1
TXN00572,2023-07-28 01:14:57.297297,28.0,Female,North,Sports,8,1499,4341.15,Credit Card,3
TXN00573,2023-07-28 09:59:38.378378,65.0,Male,East,Clothing,3,499,3261.54,Cash,5
TXN00574,2023-07-28 18:44:19.459459,49.0,Female,South,Clothing,9,999,2824.72,Cash,3
TXN00575,2023-07-29 03:29:00.540540,53.0,Male,West,Furniture,3,999,3663.52,Credit Card,4
TXN00576,2023-07-29 12:13:41.621621,50.0,Male,West,Groceries,1,199,1231.09,Cash,5
TXN00577,2023-07-29 20:58:22.702702,,Male,East,Groceries,2,499,3188.49,Credit Card,1
TXN00578,2023-07-30 05:43:03.783783,56.0,Male,South,Sports,6,1499,3616.69,UPI,4
TXN00579,2023-07-30 14:27:44.864864,51.0,Male,East,Groceries,2,199,1817.13,UPI,3
TXN00580,2023-07-30 23:12:25.945945,45.0,Female,East,Clothing,6,499,3915.0,Debit Card,5
TXN00581,2023-07-31 07:57:07.027027,54.0,Female,North,Groceries,1,2999,3270.8,Credit Card,3
TXN00582,2023-07-31 16:41:48.108108,24.0,Female,East,Clothing,1,4999,2667.77,UPI,4
TXN00583,2023-08-01 01:26:29.189189,21.0,Female,North,Furniture,5,499,3506.23,UPI,4
TXN00584,2023-08-01 10:11:10.270270,54.0,Male,North,Groceries,9,9999,4816.55,Credit Card,3
TXN00585,2023-08-01 18:55:51.351351,18.0,Female,West,Electronics,8,199,3145.49,UPI,1
TXN00586,2023-08-02 03:40:32.432432,18.0,Male,North,Groceries,3,999,3198.58,Cash,4
TXN00587,2023-08-02 12:25:13.513513,64.0,Female,North,Clothing,3,9999,18301.70412422167,UPI,3
TXN00588,2023-08-02 21:09:54.594594,37.0,Female,West,Clothing,1,1499,2320.12,Credit Card,5
TXN00589,2023-08-03 05:54:35.675675,36.0,Female,East,Groceries,3,4999,3664.27,Cash,5
TXN00590,2023-08-03 14:39:16.756756,46.0,Female,South,Clothing,1,2999,2315.13,Cash,4
TXN00591,2023-08-03 23:23:57.837837,27.0,Male,South,Furniture,8,4999,3057.25,UPI,4
TXN00592,2023-08-04 08:08:38.918918,35.0,Female,South,Electronics,1,4999,2617.87,Debit Card,4
TXN00593,2023-08-04 16:53:20.000000,45.0,Female,East,Groceries,5,499,3383.18,Cash,5
TXN00594,2023-08-05 01:38:01.081081,,Male,North,Furniture,9,199,3266.93,Credit Card,4
TXN00595,2023-08-05 10:22:42.162162,60.0,Male,South,Groceries,7,199,3830.03,Debit Card,3
TXN00596,2023-08-05 19:07:23.243243,64.0,Female,East,Groceries,4,4999,2591.99,Debit Card,3
TXN00597,2023-08-06 03:52:04.324324,48.0,Male,North,Sports,9,1499,2784.1,Cash,4
TXN00598,2023-08-06 12:36:45.405405,44.0,Male,West,Clothing,9,199,2216.99,UPI,4
TXN00599,2023-08-06 21:21:26.486486,28.0,Male,South,Electronics,2,4999,2644.57,Debit Card,4
TXN00600,2023-08-07 06:06:07.567567,66.0,Female,North,Clothing,6,199,3301.84,UPI,2
TXN00601,2023-08-07 14:50:48.648648,66.0,Male,South,Electronics,4,1499,3605.59,Cash,4
TXN00602,2023-08-07 23:35:29.729729,55.0,Female,South,Sports,8,2999,2262.27,Credit Card,3
TXN00603,2023-08-08 08:20:10.810810,22.0,Female,,Electronics,7,9999,3695.68,Debit Card,3
TXN00604,2023-08-08 17:04:51.891891,25.0,Female,North,Furniture,7,4999,4084.51,Credit Card,4
TXN00605,2023-08-09 01:49:32.972972,51.0,Female,East,Furniture,9,999,3330.75,UPI,3
TXN00606,2023-08-09 10:34:14.054054,65.0,Male,North,Electronics,5,999,4501.44,UPI,4
TXN00607,2023-08-09 19:18:55.135135,69.0,Female,South,Groceries,6,4999,2380.97,Credit Card,4
TXN00608,2023-08-10 04:03:36.216216,29.0,Male,North,Electronics,1,499,2004.28,Cash,4
TXN00609,2023-08-10 12:48:17.297297,55.0,Female,West,Groceries,6,2999,1577.02,Cash,4
TXN00610,2023-08-10 21:32:58.378378,18.0,Male,East,Electronics,2,499,4196.84,Debit Card,3
TXN00611,2023-08-11 06:17:39.459459,48.0,Female,North,Sports,6,9999,3523.49,Debit Card,3
TXN00612,2023-08-11 15:02:20.540540,21.0,Male,West,Sports,9,999,2955.53,Cash,5
TXN00613,2023-08-11 23:47:01.621621,66.0,Female,East,Electronics,8,1499,3223.97,Cash,4
TXN00614,2023-08-12 08:31:42.702702,62.0,Female,West,Electronics,9,4999,2099.61,Credit Card,4
TXN00615,2023-08-12 17:16:23.783783,67.0,Male,East,Furniture,8,9999,4956.6,UPI,1
TXN00616,2023-08-13 02:01:04.864864,22.0,Female,North,Clothing,3,199,3103.38,UPI,4
TXN00617,2023-08-13 10:45:45.945945,47.0,Female,West,Sports,8,999,3087.52,Debit Card,4
TXN00618,2023-08-13 19:30:27.027027,41.0,Female,South,Groceries,6,2999,3580.61,Cash,4
TXN00619,2023-08-14 04:15:08.108108,20.0,Male,West,Clothing,6,999,3384.81,Credit Card,4
TXN00620,2023-08-14 12:59:49.189189,28.0,Female,East,Furniture,6,2999,3179.11,Debit Card,3
TXN00621,2023-08-14 21:44:30.270270,62.0,Female,North,Groceries,3,2999,2367.62,Credit Card,3
TXN00622,2023-08-15 06:29:11.351351,21.0,Male,East,Sports,1,4999,3377.17,Cash,5
TXN00623,2023-08-15 15:13:52.432432,43.0,Male,,Sports,4,2999,4505.62,Cash,5
TXN00624,2023-08-15 23:58:33.513513,44.0,Male,West,Electronics,6,499,4076.34,Cash,2
TXN00625,2023-08-16 08:43:14.594594,63.0,Male,South,Electronics,2,9999,4274.55,UPI,4
TXN00626,2023-08-16 17:27:55.675675,60.0,Male,North,Sports,7,1499,2591.03,Cash,3
TXN00627,2023-08-17 02:12:36.756756,44.0,Female,North,Sports,7,999,2208.32,Debit Card,2
TXN00628,2023-08-17 10:57:17.837837,59.0,Female,West,Electronics,4,1499,2899.37,UPI,3
TXN00629,2023-08-17 19:41:58.918918,68.0,Female,North,Furniture,4,9999,3044.58,Credit Card,2
TXN00630,2023-08-18 04:26:40.000000,67.0,Male,South,Groceries,1,199,3875.35,Debit Card,4
TXN00631,2023-08-18 13:11:21.081081,23.0,Female,East,Clothing,2,9999,1646.03,Debit Card,4
TXN00632,2023-08-18 21:56:02.162162,32.0,Male,North,Sports,9,999,4223.64,Credit Card,2
TXN00633,2023-08-19 06:40:43.243243,47.0,Male,West,Electronics,8,1499,2873.59,UPI,1
TXN00634,2023-08-19 15:25:24.324324,59.0,Female,East,Sports,8,1499,2658.5,Debit Card,5
TXN00635,2023-08-20 00:10:05.405405,54.0,Male,East,Electronics,9,4999,2190.32,Debit Card,3
TXN00636,2023-08-20 08:54:46.486486,54.0,Male,South,Groceries,7,4999,1676.11,Debit Card,4
TXN00637,2023-08-20 17:39:27.567567,59.0,Female,West,Electronics,9,9999,3658.54,UPI,3
TXN00638,2023-08-21 02:24:08.648648,54.0,Male,North,Groceries,2,9999,3058.65,UPI,4
TXN00639,2023-08-21 11:08:49.729729,52.0,Male,West,Groceries,6,199,1968.03,UPI,3
TXN00640,2023-08-21 19:53:30.810810,40.0,Female,East,Electronics,3,2999,1963.94,Debit Card,2
TXN00641,2023-08-22 04:38:11.891891,23.0,Male,West,Groceries,6,999,2731.37,Cash,3
TXN00642,2023-08-22 13:22:52.972972,21.0,Male,North,Groceries,3,4999,4335.22,Credit Card,3
TXN00643,2023-08-22 22:07:34.054054,35.0,Female,North,Electronics,8,999,2792.33,Cash,4
TXN00644,2023-08-23 06:52:15.135135,26.0,Female,South,Furniture,4,199,1797.49,UPI,4
TXN00645,2023-08-23 15:36:56.216216,66.0,Female,North,Clothing,6,4999,2803.41,Debit Card,3
TXN00646,2023-08-24 00:21:37.297297,46.0,Female,North,Groceries,9,4999,2781.82,Debit Card,1
TXN00647,2023-08-24 09:06:18.378378,30.0,Male,West,Groceries,2,2999,842.49,Cash,4
TXN00648,2023-08-24 17:50:59.459459,64.0,Male,West,Groceries,2,999,2956.56,Cash,4
TXN00649,2023-08-25 02:35:40.540540,69.0,Female,East,Electronics,7,999,2815.25,Credit Card,5
TXN00650,2023-08-25 11:20:21.621621,34.0,Male,South,Clothing,2,999,3556.97,Debit Card,4
TXN00651,2023-08-25 20:05:02.702702,62.0,Male,West,Groceries,2,2999,4479.16,Cash,4
TXN00652,2023-08-26 04:49:43.783783,49.0,Female,North,Groceries,4,4999,3901.25,Credit Card,4
TXN00653,2023-08-26 13:34:24.864864,65.0,Female,East,Furniture,9,199,2784.89,UPI,5
TXN00654,2023-08-26 22:19:05.945945,,Male,West,Groceries,8,999,2114.78,Cash,5
TXN00655,2023-08-27 07:03:47.027027,21.0,Female,South,Electronics,2,1499,5058.69,UPI,3
TXN00656,2023-08-27 15:48:28.108108,22.0,Female,South,Electronics,8,2999,3047.37,Credit Card,3
TXN00657,2023-08-28 00:33:09.189189,54.0,Female,East,Electronics,4,499,3011.14,UPI,3
TXN00658,2023-08-28 09:17:50.270270,58.0,Male,East,Electronics,2,199,2980.7,Debit Card,4
TXN00659,2023-08-28 18:02:31.351351,66.0,Female,East,Clothing,7,1499,3158.47,Debit Card,4
TXN00660,2023-08-29 02:47:12.432432,30.0,Male,East,Electronics,6,999,2884.51,UPI,4
TXN00661,2023-08-29 11:31:53.513513,51.0,Male,East,Electronics,5,499,2541.07,Debit Card,2
TXN00662,2023-08-29 20:16:34.594594,62.0,Male,North,Electronics,1,199,2562.51,Credit Card,4
TXN00663,2023-08-30 05:01:15.675675,,Female,North,Electronics,2,2999,2973.8,Debit Card,5
TXN00664,2023-08-30 13:45:56.756756,40.0,Female,West,Electronics,8,499,2565.26,UPI,3
TXN00665,2023-08-30 22:30:37.837837,68.0,Female,South,Electronics,1,4999,2429.72,UPI,4
TXN00666,2023-08-31 07:15:18.918918,20.0,Female,North,Clothing,3,9999,3085.14,UPI,4
TXN00667,2023-08-31 16:00:00.000000,59.0,Female,North,Groceries,2,499,2796.02,Cash,5
TXN00668,2023-09-01 00:44:41.081081,51.0,Male,North,Electronics,5,9999,4203.19,UPI,5
TXN00669,2023-09-01 09:29:22.162162,49.0,Male,West,Clothing,4,1499,879.22,Credit Card,4
TXN00670,2023-09-01 18:14:03.243243,62.0,Male,East,Clothing,7,199,3873.21,Debit Card,4
TXN00671,2023-09-02 02:58:44.324324,68.0,Female,West,Electronics,5,1499,3996.87,Debit Card,5
TXN00672,2023-09-02 11:43:25.405405,66.0,Male,South,Electronics,8,1499,1341.29,Cash,4
TXN00673,2023-09-02 20:28:06.486486,38.0,Male,South,Groceries,4,999,2725.85,Cash,3
TXN00674,2023-09-03 05:12:47.567567,63.0,Female,South,Groceries,6,2999,2702.85,Credit Card,5
TXN00675,2023-09-03 13:57:28.648648,61.0,Female,South,Electronics,4,499,1873.99,UPI,3
TXN00676,2023-09-03 22:42:09.729729,38.0,Male,North,Electronics,2,199,2377.75,Cash,4
TXN00677,2023-09-04 07:26:50.810810,61.0,Male,North,Sports,1,4999,2111.54,Debit Card,5
TXN00678,2023-09-04 16:11:31.891891,28.0,Female,West,Clothing,1,2999,4401.82,Cash,4
TXN00679,2023-09-05 00:56:12.972972,56.0,Female,East,Electronics,8,2999,3748.54,Cash,4
TXN00680,2023-09-05 09:40:54.054054,21.0,Female,South,Sports,4,199,4017.24,UPI,3
TXN00681,2023-09-05 18:25:35.135135,68.0,Female,West,Furniture,5,2999,3577.34,Cash,4
TXN00682,2023-09-06 03:10:16.216216,18.0,Male,North,Clothing,8,999,2096.76,Credit Card,3
TXN00683,2023-09-06 11:54:57.297297,45.0,Male,North,Groceries,7,2999,2580.38,Debit Card,3
TXN00684,2023-09-06 20:39:38.378378,41.0,Female,East,Electronics,8,999,3391.5,UPI,4
TXN00685,2023-09-07 05:24:19.459459,52.0,Male,East,Electronics,8,499,2022.3,Debit Card,3
TXN00686,2023-09-07 14:09:00.540540,30.0,Male,East,Groceries,6,499,3570.4,Credit Card,4
TXN00687,2023-09-07 22:53:41.621621,64.0,Female,West,Electronics,2,1499,2807.74,Credit Card,4
TXN00688,2023-09-08 07:38:22.702702,51.0,Male,North,Clothing,6,999,2700.14,Cash,5
TXN00689,2023-09-08 16:23:03.783783,28.0,Male,North,Sports,1,4999,3568.77,Cash,4
TXN00690,2023-09-09 01:07:44.864864,53.0,Male,East,Sports,1,499,3355.41,Cash,2
TXN00691,2023-09-09 09:52:25.945945,68.0,Female,,Electronics,3,2999,2711.23,Debit Card,2
TXN00692,2023-09-09 18:37:07.027027,34.0,Female,East,Groceries,3,199,3927.46,Credit Card,4
TXN00693,2023-09-10 03:21:48.108108,52.0,Male,West,Groceries,5,199,2135.15,UPI,4
TXN00694,2023-09-10 12:06:29.189189,35.0,Female,East,Sports,1,9999,3492.75,Cash,4
TXN00695,2023-09-10 20:51:10.270270,,Female,East,Clothing,6,999,3474.48,Debit Card,4
TXN00696,2023-09-11 05:35:51.351351,39.0,Female,West,Electronics,7,4999,2752.36,Cash,2
TXN00697,2023-09-11 14:20:32.432432,41.0,Male,East,Electronics,3,1499,3260.91,Credit Card,4
TXN00698,2023-09-11 23:05:13.513513,36.0,Male,North,Clothing,4,2999,1999.11,UPI,4
TXN00699,2023-09-12 07:49:54.594594,54.0,Female,South,Clothing,3,999,3739.22,Credit Card,2
TXN00700,2023-09-12 16:34:35.675675,56.0,Male,East,Furniture,1,9999,2852.08,Debit Card,2
TXN00701,2023-09-13 01:19:16.756756,38.0,Male,West,Groceries,8,199,2581.82,Cash,2
TXN00702,2023-09-13 10:03:57.837837,,Male,South,Clothing,2,999,3839.21,Credit Card,2
TXN00703,2023-09-13 18:48:38.918918,45.0,Male,West,Groceries,1,2999,2436.53,Debit Card,4
TXN00704,2023-09-14 03:33:20.000000,22.0,Male,South,Electronics,8,4999,1873.23,Cash,3
TXN00705,2023-09-14 12:18:01.081081,34.0,Female,South,Sports,7,4999,1754.7,UPI,3
TXN00706,2023-09-14 21:02:42.162162,54.0,Male,,Sports,7,499,3484.81,Credit Card,3
TXN00707,2023-09-15 05:47:23.243243,53.0,Male,North,Sports,4,2999,1975.66,Cash,5
TXN00708,2023-09-15 14:32:04.324324,,Male,East,Sports,9,9999,4403.84,Cash,5
TXN00709,2023-09-15 23:16:45.405405,44.0,Female,West,Electronics,6,499,1334.46,Cash,3
TXN00710,2023-09-16 08:01:26.486486,51.0,Female,West,Electronics,2,499,4357.17,Cash,3
TXN00711,2023-09-16 16:46:07.567567,28.0,Female,South,Groceries,1,499,3168.81,Credit Card,3
TXN00712,2023-09-17 01:30:48.648648,62.0,Male,South,Sports,1,999,2922.63,Cash,4
TXN00713,2023-09-17 10:15:29.729729,64.0,Female,North,Electronics,9,9999,2564.06,Debit Card,1
TXN00714,2023-09-17 19:00:10.810810,29.0,Female,East,Electronics,4,199,3319.31,Credit Card,4
TXN00715,2023-09-18 03:44:51.891891,38.0,Female,West,Furniture,5,4999,2969.89,Cash,4
TXN00716,2023-09-18 12:29:32.972972,28.0,Female,South,Electronics,3,999,3882.64,Credit Card,5
TXN00717,2023-09-18 21:14:14.054054,56.0,Male,North,Clothing,4,199,3091.38,Debit Card,3
TXN00718,2023-09-19 05:58:55.135135,45.0,Female,West,Groceries,8,4999,3120.24,Debit Card,5
TXN00719,2023-09-19 14:43:36.216216,22.0,Female,South,Electronics,4,9999,2709.11,Credit Card,5
TXN00720,2023-09-19 23:28:17.297297,34.0,Male,West,Electronics,9,9999,2954.44,Cash,2
TXN00721,2023-09-20 08:12:58.378378,37.0,Male,North,Furniture,9,2999,3246.24,Cash,4
TXN00722,2023-09-20 16:57:39.459459,58.0,Female,North,Groceries,6,4999,1631.87,Debit Card,3
TXN00723,2023-09-21 01:42:20.540540,63.0,Male,West,Sports,2,4999,1921.45,Cash,3
TXN00724,2023-09-21 10:27:01.621621,29.0,Female,East,Clothing,7,9999,3594.61,Debit Card,3
TXN00725,2023-09-21 19:11:42.702702,23.0,Male,West,Electronics,9,4999,3136.69,Cash,4
TXN00726,2023-09-22 03:56:23.783783,34.0,Male,South,Groceries,6,1499,2852.81,Debit Card,4
TXN00727,2023-09-22 12:41:04.864864,68.0,Female,East,Groceries,3,2999,3014.75,UPI,5
TXN00728,2023-09-22 21:25:45.945945,36.0,Male,South,Electronics,7,999,3278.07,Cash,2
TXN00729,2023-09-23 06:10:27.027027,43.0,Female,West,Furniture,5,999,2568.19,Cash,5
TXN00730,2023-09-23 14:55:08.108108,65.0,Male,East,Electronics,1,199,2377.36,Cash,3
TXN00731,2023-09-23 23:39:49.189189,,Female,South,Clothing,3,999,3156.68,Credit Card,5
TXN00732,2023-09-24 08:24:30.270270,61.0,Male,West,Electronics,5,499,2217.3,Cash,3
TXN00733,2023-09-24 17:09:11.351351,69.0,Male,West,Clothing,7,4999,3326.6,Credit Card,2
TXN00734,2023-09-25 01:53:52.432432,49.0,Male,East,Clothing,3,999,1637.93,Credit Card,5
TXN00735,2023-09-25 10:38:33.513513,23.0,Male,West,Groceries,6,199,3823.32,Debit Card,3
TXN00736,2023-09-25 19:23:14.594594,53.0,Male,North,Groceries,5,199,3378.08,Credit Card,4
TXN00737,2023-09-26 04:07:55.675675,55.0,Female,South,Sports,1,499,3204.82,Credit Card,4
TXN00738,2023-09-26 12:52:36.756756,28.0,Male,South,Electronics,6,199,3786.15,UPI,4
TXN00739,2023-09-26 21:37:17.837837,50.0,Female,West,Electronics,8,9999,4332.38,Cash,4
TXN00740,2023-09-27 06:21:58.918918,41.0,Female,West,Electronics,1,1499,3811.5,Credit Card,4
TXN00741,2023-09-27 15:06:40.000000,40.0,Female,North,Electronics,2,9999,1527.3,Cash,2
TXN00742,2023-09-27 23:51:21.081081,32.0,Male,East,Groceries,4,4999,1976.34,Credit Card,4
TXN00743,2023-09-28 08:36:02.162162,44.0,Female,West,Groceries,2,4999,2500.15,Debit Card,5
TXN00744,2023-09-28 17:20:43.243243,28.0,Male,West,Furniture,9,4999,3020.87,UPI,2
TXN00745,2023-09-29 02:05:24.324324,68.0,Female,West,Electronics,8,2999,3414.13,Credit Card,2
TXN00746,2023-09-29 10:50:05.405405,67.0,Female,West,Clothing,8,999,2419.4,Cash,4
TXN00747,2023-09-29 19:34:46.486486,34.0,Female,South,Groceries,4,1499,3149.41,Debit Card,4
TXN00748,2023-09-30 04:19:27.567567,68.0,Female,West,Electronics,5,999,2395.69,Cash,4
TXN00749,2023-09-30 13:04:08.648648,31.0,Female,South,Groceries,4,1499,2510.79,Debit Card,2
TXN00750,2023-09-30 21:48:49.729729,44.0,Male,West,Sports,9,999,1874.67,UPI,4
TXN00751,2023-10-01 06:33:30.810810,35.0,Female,East,Clothing,2,499,3165.98,Debit Card,2
TXN00752,2023-10-01 15:18:11.891891,45.0,Female,,Furniture,8,9999,2686.11,Cash,4
TXN00753,2023-10-02 00:02:52.972972,68.0,Male,,Groceries,2,199,3107.02,Cash,5
TXN00754,2023-10-02 08:47:34.054054,64.0,Male,West,Electronics,1,199,5380.08,Credit Card,3
TXN00755,2023-10-02 17:32:15.135135,64.0,Male,West,Groceries,3,9999,3136.67,Debit Card,4
TXN00756,2023-10-03 02:16:56.216216,21.0,Female,West,Clothing,9,499,7148.27,Cash,5
TXN00757,2023-10-03 11:01:37.297297,24.0,Female,East,Electronics,3,1499,4752.52,Credit Card,4
TXN00758,2023-10-03 19:46:18.378378,62.0,Female,West,Groceries,9,9999,4407.02,UPI,5
TXN00759,2023-10-04 04:30:59.459459,52.0,Female,East,Sports,7,2999,3238.64,Cash,4
TXN00760,2023-10-04 13:15:40.540540,65.0,Female,South,Clothing,1,1499,4984.35,Credit Card,5
TXN00761,2023-10-04 22:00:21.621621,26.0,Female,North,Clothing,5,199,3555.29,Cash,1
TXN00762,2023-10-05 06:45:02.702702,25.0,Male,North,Sports,9,2999,4336.65,Debit Card,2
TXN00763,2023-10-05 15:29:43.783783,69.0,Male,East,Furniture,3,999,7067.29,Credit Card,3
TXN00764,2023-10-06 00:14:24.864864,,Female,South,Groceries,9,2999,4092.41,Debit Card,4
TXN00765,2023-10-06 08:59:05.945945,34.0,Female,East,Electronics,5,1499,5487.19,UPI,5
TXN00766,2023-10-06 17:43:47.027027,34.0,Female,South,Sports,9,499,3412.44,Debit Card,3
TXN00767,2023-10-07 02:28:28.108108,66.0,Female,West,Electronics,6,999,4160.81,Credit Card,4
TXN00768,2023-10-07 11:13:09.189189,50.0,Female,South,Groceries,9,1499,6183.3,Cash,4
TXN00769,2023-10-07 19:57:50.270270,49.0,Male,South,Electronics,7,999,3497.8,Credit Card,4
TXN00770,2023-10-08 04:42:31.351351,25.0,Male,South,Groceries,7,2999,6229.94,Debit Card,4
TXN00771,2023-10-08 13:27:12.432432,36.0,Female,North,Clothing,8,199,4992.68,Debit Card,4
TXN00772,2023-10-08 22:11:53.513513,55.0,Male,South,Clothing,7,1499,3570.04,Cash,3
TXN00773,2023-10-09 06:56:34.594594,20.0,Female,West,Clothing,9,499,4908.3,UPI,2
TXN00774,2023-10-09 15:41:15.675675,22.0,Female,West,Electronics,9,9999,5289.26,Credit Card,5
TXN00775,2023-10-10 00:25:56.756756,30.0,Female,West,Groceries,6,2999,4896.43,Cash,2
TXN00776,2023-10-10 09:10:37.837837,64.0,Male,South,Sports,7,1499,2441.35,Cash,2
TXN00777,2023-10-10 17:55:18.918918,63.0,Male,East,Sports,2,499,3385.61,Cash,5
TXN00778,2023-10-11 02:40:00.000000,48.0,Female,East,Electronics,9,1499,3922.78,Credit Card,3
TXN00779,2023-10-11 11:24:41.081081,33.0,Male,West,Groceries,1,2999,4116.63,Credit Card,4
TXN00780,2023-10-11 20:09:22.162162,67.0,Male,North,Groceries,1,1499,4895.15,Credit Card,3
TXN00781,2023-10-12 04:54:03.243243,49.0,Female,East,Clothing,3,999,4399.03,UPI,4
TXN00782,2023-10-12 13:38:44.324324,39.0,Male,South,Electronics,6,2999,2704.41,Cash,3
TXN00783,2023-10-12 22:23:25.405405,46.0,Male,East,Groceries,5,1499,4625.82,Debit Card,3
TXN00784,2023-10-13 07:08:06.486486,39.0,Female,West,Sports,2,9999,4883.86,Debit Card,4
TXN00785,2023-10-13 15:52:47.567567,60.0,Female,North,Groceries,9,199,4826.97,Cash,4
TXN00786,2023-10-14 00:37:28.648648,20.0,Male,East,Clothing,4,1499,5410.47,Debit Card,4
TXN00787,2023-10-14 09:22:09.729729,27.0,Female,East,Groceries,4,999,5133.99,UPI,5
TXN00788,2023-10-14 18:06:50.810810,59.0,Male,West,Electronics,5,499,4714.28,UPI,1
TXN00789,2023-10-15 02:51:31.891891,38.0,Female,North,Furniture,8,9999,4121.41,Credit Card,4
TXN00790,2023-10-15 11:36:12.972972,33.0,Female,North,Groceries,4,499,2339.72,Credit Card,4
TXN00791,2023-10-15 20:20:54.054054,29.0,Female,West,Electronics,5,9999,4681.17,Credit Card,5
TXN00792,2023-10-16 05:05:35.135135,19.0,Female,South,Sports,4,499,4432.61,Credit Card,1
TXN00793,2023-10-16 13:50:16.216216,58.0,Male,East,Clothing,6,199,4504.17,Credit Card,4
TXN00794,2023-10-16 22:34:57.297297,41.0,Female,South,Sports,3,999,2770.04,Debit Card,5
TXN00795,2023-10-17 07:19:38.378378,52.0,Female,East,Clothing,8,2999,2989.22,Debit Card,3
TXN00796,2023-10-17 16:04:19.459459,47.0,Female,East,Electronics,6,499,5379.53,Credit Card,5
TXN00797,2023-10-18 00:49:00.540540,47.0,Male,South,Clothing,5,9999,4155.7,UPI,1
